GPIO initialized.
i2c bus opened with handle 0.
Device with address a0 found
-16, -51, 982, -529, -12, -807, -11, -25, 12, 20000079
-15, -50, 980, -541, -42, -795, -9, -40, 6, 20000079
-15, -52, 981, -541, -42, -795, -49, -13, 3, 20000097
-16, -51, 981, -541, -42, -795, -24, -7, -17, 20000060
-18, -52, 982, -541, -42, -795, -32, 2, 25, 20000024
-17, -51, 983, -541, -42, -795, -35, 0, 10, 20000024
-16, -54, 980, -547, -42, -801, -30, -8, -21, 20000042
-16, -51, 983, -547, -42, -801, -55, -15, -18, 20000004
-16, -52, 982, -547, -42, -801, -54, 9, 1, 20000005
-17, -52, 980, -547, -42, -801, -24, -16, -5, 20000005
-16, -52, 983, -547, -42, -801, -18, 1, 23, 20000042
-16, -52, 979, -529, -48, -794, -25, -24, -3, 20000042
-16, -53, 983, -529, -48, -794, -29, 22, 22, 20000005
-16, -52, 982, -529, -48, -794, -33, -31, -2, 20000042
-16, -51, 982, -529, -48, -794, -27, -11, 5, 20000024
-15, -51, 981, -529, -48, -794, -6, -46, -17, 20000024
-15, -52, 979, -535, -42, -795, -18, 19, -22, 20000042
-16, -52, 979, -535, -42, -795, -42, -3, 5, 20000005
-16, -52, 983, -535, -42, -795, -7, 16, 20, 20000005
-15, -52, 982, -535, -42, -795, -34, -37, 5, 20068411
-15, -50, 983, -535, -42, -795, -46, -8, 20, 20000060
-15, -52, 982, -529, -42, -807, -23, -18, 1, 20000023
-15, -49, 981, -529, -42, -807, -9, -11, 2, 20000023
-17, -51, 981, -529, -42, -807, -14, -4, -8, 20000023
-18, -53, 979, -529, -42, -807, -25, 5, 9, 20000005
-16, -52, 982, -529, -42, -807, -15, 12, -15, 20000042
-15, -51, 979, -541, -48, -794, -39, -19, 10, 20000024
-14, -51, 980, -541, -48, -794, -21, -19, 1, 20000042
-16, -51, 980, -541, -48, -794, -20, -35, 6, 20000042
-14, -53, 982, -541, -48, -794, -4, -18, -16, 20000023
-15, -52, 982, -541, -48, -794, -31, 3, 3, 20000041
-16, -54, 980, -541, -42, -807, -14, -22, 35, 20000004
-16, -51, 980, -541, -42, -807, -24, -20, 4, 20000003
-15, -53, 979, -541, -42, -807, -20, -21, -6, 20000003
-15, -53, 980, -541, -42, -807, -23, -15, 34, 20000004
-17, -52, 980, -541, -42, -807, 1, 7, -3, 20000003
-13, -52, 980, -529, -42, -807, -11, -19, 3, 20000041
-14, -52, 982, -529, -42, -807, -9, -32, -9, 20000041
-18, -52, 981, -529, -42, -807, -36, -22, 31, 20000022
-16, -52, 980, -529, -42, -807, -35, 15, -21, 20000041
-15, -51, 982, -529, -42, -807, 5, 1, -12, 20000004
-16, -51, 979, -535, -24, -801, -37, -2, -7, 20000022
-15, -53, 982, -535, -24, -801, -33, -12, -22, 20000004
-16, -53, 981, -535, -24, -801, -9, -31, -1, 20000004
-16, -52, 980, -535, -24, -801, -34, -20, 2, 20000041
-15, -51, 979, -535, -24, -801, -5, -23, 31, 20000041
-17, -53, 977, -547, -36, -813, -31, 8, -13, 20000004
-14, -52, 979, -547, -36, -813, -31, -23, -2, 20000022
-18, -54, 982, -547, -36, -813, -35, -23, 24, 20000041
-16, -52, 982, -547, -36, -813, -33, -5, 21, 20000022
-15, -50, 981, -547, -36, -813, -4, -23, 11, 20000004
-16, -52, 981, -529, -30, -813, -45, -33, -11, 20000023
-15, -50, 981, -529, -30, -813, -41, 6, -5, 20000022
-16, -52, 979, -529, -30, -813, -7, -10, 32, 20000041
-15, -51, 981, -529, -30, -813, -24, -15, -25, 20000041
-18, -52, 980, -529, -30, -813, -24, -8, -22, 20000059
-16, -49, 979, -517, -36, -801, -23, -15, -14, 20000023
-16, -52, 980, -517, -36, -801, -3, -13, 1, 20000023
-17, -51, 982, -517, -36, -801, -34, 5, -14, 20000059
-16, -51, 983, -517, -36, -801, -71, 0, -7, 20000059
-16, -51, 982, -517, -36, -801, 10, 17, 21, 20000060
-17, -52, 979, -529, -30, -800, -21, -28, 19, 20000022
-16, -51, 985, -529, -30, -800, -17, 12, 1, 20000004
-15, -51, 981, -529, -30, -800, -28, -12, 26, 20000023
-15, -52, 980, -529, -30, -800, -2, -8, -13, 20000041
-15, -52, 982, -529, -30, -800, -37, 18, -3, 20000041
-17, -53, 980, -529, -18, -807, -19, -19, 16, 20000004
-15, -53, 981, -529, -18, -807, -13, 4, 24, 20000041
-17, -53, 982, -529, -18, -807, -31, -21, 4, 20000060
-14, -52, 981, -529, -18, -807, -34, 16, -18, 20000041
-16, -54, 982, -529, -18, -807, -26, -37, 35, 20000022
-16, -51, 980, -523, -24, -795, -11, -10, 11, 20000023
-15, -53, 982, -523, -24, -795, -32, -9, 17, 20000041
-15, -52, 981, -523, -24, -795, -10, -27, -9, 20000022
-18, -51, 982, -523, -24, -795, -20, -20, 25, 20000004
-17, -51, 980, -523, -24, -795, -24, -32, -2, 20000003
-15, -52, 982, -535, -24, -776, -30, -31, -11, 20000004
-14, -52, 981, -535, -24, -776, -15, -28, 8, 20000041
-17, -52, 985, -535, -24, -776, -16, -12, 1, 20000003
-17, -52, 982, -535, -24, -776, -15, -18, -9, 20000021
-16, -52, 981, -535, -24, -776, -20, -30, 0, 20000002
-16, -51, 980, -517, -18, -819, -18, -24, 2, 20000003
-17, -51, 981, -517, -18, -819, -27, 4, -8, 20000021
-16, -52, 982, -517, -18, -819, -10, -6, 18, 20000021
-17, -51, 980, -517, -18, -819, -41, 0, 10, 20000021
-17, -52, 980, -517, -18, -819, -40, -16, 28, 20000039
-15, -52, 980, -529, -30, -794, -34, 20, -16, 20000021
-17, -53, 983, -529, -30, -794, -16, 15, 10, 20000021
-18, -53, 981, -529, -30, -794, -29, -20, -9, 20000002
-17, -51, 980, -529, -30, -794, -17, -10, -38, 20000021
-14, -51, 982, -529, -30, -794, -38, -5, -14, 20000039
-16, -52, 982, -523, -18, -801, -5, -27, 17, 20000039
-17, -52, 980, -523, -18, -801, -25, -29, 5, 20000040
-15, -53, 983, -523, -18, -801, -53, -22, -27, 20000021
-17, -52, 984, -523, -18, -801, -28, -6, 22, 20000022
-17, -54, 979, -523, -18, -801, -25, -35, -23, 20000021
-17, -52, 981, -517, -42, -795, -15, 0, -1, 20000058
-15, -51, 979, -517, -42, -795, -17, -18, 21, 20000039
-15, -53, 982, -517, -42, -795, -41, -8, -7, 20000021
-14, -51, 984, -517, -42, -795, -10, 27, 29, 20000022
-14, -50, 982, -517, -42, -795, -7, -41, 43, 20000040
-18, -50, 981, -547, -24, -801, -22, -3, -16, 20000040
-17, -51, 982, -547, -24, -801, -4, 9, -5, 20000039
-15, -52, 980, -547, -24, -801, -3, 0, -4, 20000002
-17, -52, 981, -547, -24, -801, 4, -20, -21, 20000003
-18, -52, 978, -547, -24, -801, -8, -17, 21, 20000021
-17, -52, 980, -535, -12, -788, -57, 26, 19, 20000040
-17, -51, 980, -535, -12, -788, -32, 0, 12, 20000003
-17, -52, 981, -535, -12, -788, -24, -59, 29, 20000040
-15, -52, 982, -535, -12, -788, -38, -25, 10, 20000003
-16, -53, 978, -535, -12, -788, -55, -25, 18, 20000039
-15, -53, 980, -529, -24, -801, -22, -30, 26, 20000021
-17, -52, 982, -529, -24, -801, -14, -1, -7, 20000039
-16, -53, 982, -529, -24, -801, -35, 6, -18, 20000040
-17, -53, 983, -529, -24, -801, -16, 6, 3, 20000002
-15, -51, 981, -529, -24, -801, -2, -3, 34, 20000002
-14, -50, 983, -529, -12, -807, -20, 0, -18, 20000040
-18, -52, 980, -529, -12, -807, 2, -22, -11, 20004132
-16, -52, 983, -529, -12, -807, -27, -6, 0, 20000039
-15, -51, 981, -529, -12, -807, -15, -11, 1, 20000021
-18, -53, 981, -529, -12, -807, -49, 7, 24, 20000022
-16, -51, 982, -523, -18, -776, -18, -13, 0, 20000021
-17, -51, 979, -523, -18, -776, -16, -48, 14, 20000040
-18, -53, 983, -523, -18, -776, -19, -10, 8, 20000021
-17, -50, 980, -523, -18, -776, -42, -27, 3, 20000003
-17, -50, 979, -523, -18, -776, 0, -2, -9, 20000022
-16, -53, 980, -535, -36, -807, -9, -9, 30, 20000003
-15, -50, 982, -535, -36, -807, -53, 11, -5, 20000040
-16, -51, 980, -535, -36, -807, -66, 22, -19, 20000003
-14, -53, 979, -535, -36, -807, -28, 8, -7, 20000020
-15, -51, 979, -535, -36, -807, -28, -10, 5, 20000038
-16, -51, 982, -529, -24, -807, 8, 9, -21, 20000001
-15, -52, 981, -529, -24, -807, -28, -6, -9, 20000038
-16, -52, 980, -529, -24, -807, -9, 25, 3, 20000020
-14, -52, 983, -529, -24, -807, -9, -12, 8, 20000001
-18, -51, 979, -529, -24, -807, -37, 8, 34, 20000038
-14, -52, 982, -541, -36, -788, -29, -8, 11, 20000001
-16, -53, 982, -541, -36, -788, -29, 18, 10, 20000001
-16, -52, 982, -541, -36, -788, -18, -40, 21, 20000001
-13, -52, 982, -541, -36, -788, -7, -30, 17, 20000038
-15, -52, 981, -541, -36, -788, -20, -3, -15, 20000001
-15, -52, 983, -523, -24, -770, 9, -26, 48, 20000001
-15, -51, 981, -523, -24, -770, -21, -14, 37, 20000094
-16, -52, 982, -523, -24, -770, -22, 20, 44, 20000002
-15, -51, 980, -523, -24, -770, -30, -16, 21, 20000002
-15, -51, 980, -523, -24, -770, -32, -23, 65, 20000038
-17, -53, 979, -535, -24, -788, -26, -32, 6, 20000020
-16, -52, 980, -535, -24, -788, -35, -14, -6, 20000020
-16, -51, 981, -535, -24, -788, -27, 4, 14, 20000039
-17, -54, 981, -535, -24, -788, -30, -11, 6, 20000057
-16, -53, 981, -535, -24, -788, -28, -19, -19, 20000002
-17, -51, 979, -523, -24, -782, -16, -4, 6, 20000020
-16, -52, 980, -523, -24, -782, -20, -23, 6, 20000038
-15, -52, 982, -523, -24, -782, -20, 7, 9, 20000020
-16, -52, 981, -523, -24, -782, -35, -48, 1, 20000020
-17, -52, 978, -523, -24, -782, -32, 1, 6, 20000039
-17, -52, 981, -523, -12, -776, -23, -20, 6, 20000020
-17, -54, 979, -523, -12, -776, 3, -5, 33, 20000020
-15, -52, 980, -523, -12, -776, -10, -31, 48, 20000057
-16, -51, 981, -523, -12, -776, -6, 11, -22, 20000001
-17, -52, 979, -523, -12, -776, -11, -14, 28, 20000001
-16, -51, 981, -505, -12, -788, 4, -61, 9, 20000038
-15, -53, 982, -505, -12, -788, -19, -24, -3, 20000002
-16, -52, 981, -505, -12, -788, -12, -1, -12, 20000038
-17, -53, 984, -505, -12, -788, -25, -23, 25, 20000039
-15, -53, 979, -505, -12, -788, -27, 10, 28, 20000002
-18, -52, 980, -517, -30, -788, -35, -24, -29, 20000002
-17, -52, 980, -517, -30, -788, -18, 1, 0, 20000039
-16, -52, 979, -517, -30, -788, -29, 21, -18, 20000001
-18, -52, 982, -517, -30, -788, -55, -22, -5, 20000020
-13, -52, 981, -517, -30, -788, -17, -17, -18, 20000001
-16, -53, 981, -517, -30, -788, -28, -25, 29, 20000039
-16, -52, 979, -517, -30, -788, -12, -10, 21, 20000020
-15, -52, 981, -517, -30, -788, -13, -10, -18, 20000002
-16, -53, 980, -517, -30, -788, -34, 6, -5, 20000002
-13, -53, 980, -517, -30, -788, -34, -28, 20, 20000039
-17, -50, 983, -523, -24, -782, -32, 20, 4, 20000020
-17, -50, 981, -523, -24, -782, -39, -8, 6, 20000020
-17, -50, 979, -523, -24, -782, -22, -21, -20, 20000001
-15, -51, 983, -523, -24, -782, -34, -2, 4, 20000038
-16, -52, 981, -523, -24, -782, -27, -7, 1, 20000037
-14, -51, 979, -517, -6, -776, -21, -1, -3, 20000037
-15, -53, 982, -517, -6, -776, -19, 10, 3, 20000018
-15, -52, 980, -517, -6, -776, -17, -30, -3, 20000000
-14, -49, 980, -517, -6, -776, -29, -11, 15, 20000037
-16, -52, 980, -517, -6, -776, -24, -14, -14, 20000037
-16, -52, 979, -535, -24, -776, -17, 1, -1, 20000000
-15, -51, 982, -535, -24, -776, -61, -23, 0, 20000037
-16, -52, 982, -535, -24, -776, -17, -15, 10, 20000037
-16, -51, 982, -535, -24, -776, -19, -23, -16, 20000038
-14, -51, 980, -535, -24, -776, -23, -6, 5, 20000000
-15, -52, 982, -535, -30, -795, -26, -20, 5, 20000037
-15, -52, 983, -535, -30, -795, -3, -29, 6, 20000018
-17, -52, 981, -535, -30, -795, -4, -30, 0, 20000000
-14, -52, 982, -535, -30, -795, -14, -9, -12, 20000019
-16, -53, 982, -535, -30, -795, -20, -45, 7, 20000038
-16, -52, 981, -529, -30, -795, -30, -49, 15, 20000001
-16, -54, 982, -529, -30, -795, -23, 12, 11, 20000038
-15, -51, 979, -529, -30, -795, -17, -4, -1, 20033482
-15, -52, 981, -529, -30, -795, -26, -15, -9, 20000056
-17, -54, 982, -529, -30, -795, -25, -18, 17, 20000056
-16, -51, 980, -523, -24, -788, -32, -15, 2, 20000019
-16, -52, 979, -523, -24, -788, -36, 8, -31, 20000037
-18, -52, 984, -523, -24, -788, -27, -23, -7, 20000000
-16, -52, 982, -523, -24, -788, -22, 16, 2, 20000037
-17, -52, 980, -523, -24, -788, -28, 17, 8, 20000001
-16, -51, 981, -535, -24, -776, -34, -5, 20, 20000038
-16, -51, 980, -535, -24, -776, -8, -23, -15, 20000001
-17, -51, 980, -535, -24, -776, 0, 19, -10, 20000038
-14, -51, 980, -535, -24, -776, -40, 13, 9, 20000001
